RANK,NAME,NET WORTH,AGE,STATE,SOURCE,PHILANTHROPY SCORE,INDUSTRY,Self-Made Score,Source of Wealth,Residence,Citizenship,Marital Status,Children,Education,Age,Philanthropy Score,Wealth History,Agent,Agency,Lifetime Giving,Giving as a percentage of net worth
264,Eric Yuan & family,$4.4 B,53,California,Zoom Video Communications,None,TECHNOLOGY,10,"Oil, real estate, Self Made","New York, New York",United States,Married,2,"Drop Out, New York University",75,1,"$3.1B : March 2015
$3.4B : March 2016
$3.3B : March 2017
$3.1B : March 2018
$3.1B : March 2019
$3.3B : April 2020
$2.8B : April 2021
$3.7B : April 2022
$4.1B : April 2023
$4.3B : April 2024
",,,,
267,John Catsimatidis,$4.3 B,75,New York,"Oil, real estate",1,ENERGY,7,"Netflix, Self Made","Santa Cruz, California",United States,Married,2,"Bachelor of Arts/Science, Bowdoin College; Master of Science, Stanford University",63,3,"$1B : March 2015
$1.2B : March 2016
$1.8B : March 2017
$2.7B : March 2018
$4B : March 2019
$3.7B : April 2020
$5.1B : April 2021
$3.7B : April 2022
$3.1B : April 2023
$4.4B : April 2024
",,,,
267,Reed Hastings,$4.3 B,62,California,Netflix,3,TECHNOLOGY,2,Indianapolis Colts,"Carmel, Indiana",United States,Divorced,3,"Bachelor of Arts/Science, Southern Methodist University",65,1,"$1.8B : March 2015
$2.3B : March 2016
$2.5B : March 2017
$2.7B : March 2018
$2.7B : March 2019
$3B : April 2020
$3B : April 2021
$3.5B : April 2022
$3.9B : April 2023
$4.4B : April 2024
",,,,
267,James Irsay,$4.3 B,64,Indiana,Indianapolis Colts,1,SPORTS,8,"Groupon, investments, Self Made","Glencoe, Illinois",United States,Married,3,"Bachelor of Arts/Science, University of Michigan; Doctor of Jurisprudence, University of Michigan",54,2,"$1.7B : March 2015
$1.4B : March 2016
$1.9B : March 2017
$2.2B : March 2018
$2.5B : March 2019
$2.7B : April 2020
$4.3B : April 2021
$4.1B : April 2022
$4.2B : April 2023
$3.9B : April 2024
",,,,
267,Eric Lefkofsky,$4.3 B,54,Illinois,"Groupon, investments",2,TECHNOLOGY,8,"Videogames, Self Made","Seattle, Washington",United States,Divorced,2,"Drop Out, Harvard University",61,,"$1.3B : March 2015
$2.2B : March 2016
$4.1B : March 2017
$5.5B : March 2018
$3.9B : March 2019
$3.5B : April 2020
$4.1B : April 2021
$3.9B : April 2022
$3.9B : April 2023
$4.3B : April 2024
",,,,
267,Gabe Newell,$4.3 B,60,Washington,Videogames,None,GAMBLING & CASINOS,3,"Hotels, investments","Los Angeles, California",United States,Married,3,"Bachelor of Arts/Science, Stanford University",62,2,"$2.5B : March 2015
$2.1B : March 2016
$2.5B : March 2017
$3B : March 2018
$3.1B : March 2019
$2.3B : April 2020
$3.3B : April 2021
$4B : April 2022
$4.2B : April 2023
$5.1B : April 2024
",,,,
267,Jean (Gigi) Pritzker,$4.3 B,61,California,"Hotels, investments",2,SERVICE,7,"Poultry processing, Self Made","Chicago, Illinois",United States,Single,,"Bachelor of Arts/Science, Loyola University Chicago",62,1,"$1.9B : March 2015
$1.9B : March 2016
$2.2B : March 2017
$2.9B : March 2018
$2.5B : March 2019
$2.2B : April 2020
$2.3B : April 2021
$3.2B : April 2022
$3.8B : April 2023
$3.9B : April 2024
",,,,
273,Joseph Grendys,$4.2 B,61,Illinois,Poultry processing,1,FOOD & BEVERAGE,4,"Book distribution, transportation","Nashville, Tennessee",United States,Widowed,4,"Bachelor of Arts/Science, Vassar College",88,1,"$4.1B : March 2015
$3.9B : March 2016
$4.2B : March 2017
$5B : March 2018
$5B : March 2019
$4.4B : April 2020
$3.5B : April 2021
$4.2B : April 2022
$3.8B : April 2023
$4.4B : April 2024
",,,,
273,Martha Ingram & family,$4.2 B,88,Tennessee,"Book distribution, transportation",1,MEDIA & ENTERTAINMENT,5,Food service,"East Aurora, New York",United States,Married,6,"Bachelor of Arts/Science, SUNY Buffalo",84,2,"$3.6B : March 2015
$3.7B : March 2016
$4.3B : March 2017
$4.6B : March 2018
$4.1B : March 2019
$3.2B : April 2020
$2.5B : April 2021
$2.9B : April 2022
$4.1B : April 2023
$4.5B : April 2024
",,,,
273,"Jeremy Jacobs, Sr. & family",$4.2 B,83,New York,Food service,2,SERVICE,4,Franklin Templeton,"Burlingame, California",United States,Married,,"Bachelor of Arts/Science, Washington & Lee University",83,2,"$6.2B : March 2015
$3.9B : March 2016
$5.1B : March 2017
$4.8B : March 2018
$4.2B : March 2019
$3.2B : April 2020
$4.1B : April 2021
$4.3B : April 2022
$4.2B : April 2023
$4.4B : April 2024
",,,,
273,"Rupert Johnson, Jr.",$4.2 B,83,California,Franklin Templeton,2,FINANCE & INVESTMENTS,8,"Software, Self Made","Cary, North Carolina",United States,Married,4,"Bachelor of Arts/Science, Beloit College; Master of Arts, Northern Illinois University",76,2,"$3.7B : March 2015
$3.9B : March 2016
$4.5B : March 2017
$4.5B : March 2018
$4.4B : March 2019
$3.1B : April 2020
$3.2B : April 2021
$3.3B : April 2022
$3.7B : April 2023
$5B : April 2024
",,,,
273,John Sall,$4.2 B,75,North Carolina,Software,2,TECHNOLOGY,9,"Beverages, Self Made","Plantation, Florida",United States,Married,4,,88,,"$2.3B : March 2017
$3.7B : March 2018
$2.9B : March 2019
$1.9B : April 2020
$4.4B : April 2021
$3.4B : April 2022
$4.1B : April 2023
$4.3B : April 2024
",,,,
278,Nick Caporella,$4.1 B,87,Florida,Beverages,None,FOOD & BEVERAGE,9,"Online media, Self Made","New York, New York",United States,Married,,"Drop Out, University of California, Los Angeles",82,3,"$2.3B : March 2015
$2.3B : March 2016
$2.8B : March 2017
$3.1B : March 2018
$3.7B : March 2019
$3B : April 2020
$4.2B : April 2021
$4.4B : April 2022
$3.8B : April 2023
$4.2B : April 2024
",,,,
278,Barry Diller,$4.1 B,81,New York,Online media,3,MEDIA & ENTERTAINMENT,8,"Private equity, Self Made","New York, New York",United States,Married,3,"Bachelor of Arts/Science, Princeton University",64,,"$1.3B : March 2015
$1.1B : March 2016
$1.2B : March 2017
$1.6B : March 2018
$1.5B : March 2019
$1.5B : April 2020
$2.4B : April 2021
$2.3B : April 2022
$3.8B : April 2023
$4.8B : April 2024
",,,,
278,Stephen Feinberg,$4.1 B,63,New York,Private equity,None,FINANCE & INVESTMENTS,4,Building materials,"Belle Vernon, Pennsylvania",United States,Divorced,1,"Drop Out, West Virginia University",58,,"$1.4B : March 2009
$1B : March 2010
$1.2B : March 2015
$1.8B : March 2016
$1.3B : March 2017
$1.4B : April 2020
$2.9B : April 2021
$1.4B : April 2022
$2.7B : April 2023
$4.1B : April 2024
",,,,
278,Maggie Hardy,$4.1 B,57,Pennsylvania,Building materials,None,SERVICE,8,"Washington Commanders, Self Made","Potomac, Maryland",United States,Married,3,"Drop Out, University of Maryland",59,1,"$1.7B : March 2015
$2.1B : March 2016
$2.2B : March 2017
$2.3B : March 2018
$2.2B : March 2019
$2.6B : April 2020
$2.6B : April 2021
$4B : April 2022
$4.9B : April 2023
$4.4B : April 2024
",,,,
278,Dan Snyder,$4.1 B,58,Maryland,Washington Commanders,1,SPORTS,8,"Video games, Self Made","Cary, North Carolina",United States,,,"Bachelor of Arts/Science, University of Maryland, College Park",53,1,"$2B : March 2019
$4.5B : April 2020
$4.7B : April 2021
$7.4B : April 2022
$4.7B : April 2023
$5.7B : April 2024
",,,,
278,Tim Sweeney,$4.1 B,52,North Carolina,Video games,1,MEDIA & ENTERTAINMENT,9,"Aircraft leasing, Self Made","Westlake, Texas",United States,Married,4,"Bachelor of Arts/Science, University of California, Los Angeles",78,3,"$3.7B : March 2015
$3.5B : March 2016
$3.7B : March 2017
$3.9B : March 2018
$3.9B : March 2019
$3.9B : April 2020
$4.3B : April 2021
$4.1B : April 2022
$3.8B : April 2023
$4.2B : April 2024
",,,,
278,Steven Udvar-Hazy,$4.1 B,77,Texas,Aircraft leasing,3,SERVICE,9,"Little Caesars Pizza, Self Made","Bingham Farms, Michigan",United States,Widowed,7,"Diploma, High School; High School Graduate, High School",91,3,"$4.8B : March 2015
$4.8B : March 2016
$6B : March 2017
$5.2B : March 2018
$4.1B : March 2019
$3.8B : April 2020
$3.7B : April 2021
$4.4B : April 2022
$4.3B : April 2023
$4B : April 2024
",,,,
285,Marian Ilitch,$4 B,90,Michigan,Little Caesars Pizza,3,FOOD & BEVERAGE,8,"Cars, Self Made","Birmingham, Michigan",United States,Married,5,"Drop Out, Lehigh University",87,1,"$1.3B : March 2015
$1.4B : March 2016
$1.6B : March 2017
$1.7B : March 2018
$1.5B : March 2019
$1.1B : April 2020
$2.1B : April 2021
$2.9B : April 2022
$3.2B : April 2023
$4B : April 2024
",,,,
285,Roger Penske,$4 B,86,Michigan,Cars,1,AUTOMOTIVE,10,"Marvel comics, Self Made","Palm Beach, Florida",United States,Married,,"High School Graduate, High School",81,1,"$3.8B : March 2015
$3.5B : March 2016
$4B : March 2017
$4.1B : March 2018
$4.3B : March 2019
$3.9B : April 2020
$6B : April 2021
$5.1B : April 2022
$4B : April 2023
$4.4B : April 2024
",,,,
285,Isaac Perlmutter,$4 B,80,Florida,Marvel comics,1,MEDIA & ENTERTAINMENT,6,"Facebook, Self Made","Palo Alto, California",United States,Married,3,"Bachelor of Arts/Science, Vanderbilt University; Master of Science, Vanderbilt University",69,1,"$1.4B : March 2015
$1.8B : March 2016
$2.3B : March 2017
$2.9B : March 2018
$2.7B : March 2019
$2.4B : April 2020
$3.7B : April 2021
$2.8B : April 2022
$2.7B : April 2023
$5.9B : April 2024
",,,,
285,Jeff Rothschild,$4 B,68,California,Facebook,1,TECHNOLOGY,5,U-Haul,"Phoenix, Arizona",United States,Married,,"Bachelor of Arts/Science, College of the Holy Cross; Master of Business Administration, Harvard Business School",74,,"$1.1B : March 2015
$1.1B : March 2016
$2.5B : March 2017
$2.7B : March 2018
$2.7B : March 2019
$2.4B : April 2020
$3.5B : April 2021
$4.1B : April 2022
$4.2B : April 2023
$4.3B : April 2024
",,,,
285,E. Joe Shoen,$4 B,73,Arizona,U-Haul,None,AUTOMOTIVE,8,"Real estate, Self Made","Beverly Hills, California",United States,Married,3,"Bachelor of Arts/Science, California State Los Angeles; Doctor of Jurisprudence, Southwestern Law School",90,1,"$2.9B : March 2015
$3.1B : March 2016
$3.5B : March 2017
$3.5B : March 2018
$3.6B : March 2019
$3.6B : April 2020
$3.8B : April 2021
$3.9B : April 2022
$4.1B : April 2023
$4B : April 2024
",,,,
285,Donald Sterling,$4 B,89,California,Real estate,1,REAL ESTATE,4,"Oil, investments","Fort Worth, Texas",United States,Divorced,2,"Master of Business Administration, Stanford University; Bachelor of Arts/Science, Yale University",82,2,"$1.7B : March 2015
$1.8B : March 2016
$2.8B : March 2017
$3.3B : March 2018
$3.2B : March 2019
$1.9B : April 2020
$2.9B : April 2021
$3.4B : April 2022
$4B : April 2023
$3.8B : April 2024
",,,,
291,Sid Bass,$3.9 B,81,Texas,"Oil, investments",2,ENERGY,8,"Investments, Self Made","New York, New York",United States,Married,4,"Bachelor of Arts/Science, Oregon State University",62,,"$1.2B : March 2008
$1B : April 2020
$1.2B : April 2021
$3.4B : April 2022
$3.8B : April 2023
$4.3B : April 2024
",,,,
291,Wesley Edens,$3.9 B,61,New York,Investments,None,FINANCE & INVESTMENTS,6,"Investments, Self Made","New York, New York",United States,Married,3,"Bachelor of Arts/Science, Harvard University; Master of Business Administration, Harvard University",72,2,"$1.9B : March 2015
$1.4B : March 2016
$1.6B : March 2017
$1.8B : March 2018
$1.5B : March 2019
$1.4B : April 2020
$1.9B : April 2021
$2.9B : April 2022
$3.2B : April 2023
$4.1B : April 2024
",,,,
291,Hamilton James & family,$3.9 B,72,New York,Investments,2,FINANCE & INVESTMENTS,7,"Car dealerships, Self Made","Salt Lake City, Utah",United States,"Widowed, Remarried",5,"Drop Out, University of Utah",80,2,"$1.4B : March 2016
$1.8B : March 2017
$1.2B : March 2018
$1.4B : March 2019
$1.7B : April 2020
$2.4B : April 2021
$3.2B : April 2022
$4B : April 2023
$3.9B : April 2024
",,,,
291,Gail Miller,$3.9 B,79,Utah,Car dealerships,2,AUTOMOTIVE,7,"Private equity, Self Made","San Francisco, California",United States,Married,3,"Bachelor of Arts/Science, Dartmouth College; Master of Business Administration, Stanford University",64,1,"$2.2B : March 2015
$2.1B : March 2016
$2.1B : March 2017
$2.2B : March 2018
$2.2B : March 2019
$2.6B : April 2020
$2.3B : April 2021
$2.6B : April 2022
$3.6B : April 2023
$4.5B : April 2024
",,,,
295,Jim Coulter,$3.8 B,63,California,Private equity,1,FINANCE & INVESTMENTS,10,"Private equity, Self Made","Vienna, Virginia",United States,Married,2,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, Syracuse University",77,3,"$2.9B : March 2015
$2.3B : March 2016
$2.5B : March 2017
$2.8B : March 2018
$2.7B : March 2019
$2.9B : April 2020
$3.8B : April 2021
$4.2B : April 2022
$3.5B : April 2023
$4.3B : April 2024
",,,,
295,Daniel D'Aniello,$3.8 B,77,Virginia,Private equity,3,FINANCE & INVESTMENTS,8,"Private equity, Self Made","Los Angeles, California",United States,Married,,"Bachelor of Business Administration, University of California, Berkeley",48,,"$2B : April 2020
$3B : April 2021
$3.4B : April 2022
$4.3B : April 2023
$3.8B : April 2024
",,,,
295,Behdad Eghbali,$3.8 B,47,California,Private equity,None,FINANCE & INVESTMENTS,8,"Private equity, Self Made","Los Angeles, California",United States,Married,,"Bachelor of Engineering, Princeton University; Master of Business Administration, Stanford University",51,1,"$2.1B : April 2020
$3B : April 2021
$3.4B : April 2022
$4.3B : April 2023
$3.8B : April 2024
",,,,
295,Jose E. Feliciano,$3.8 B,50,California,Private equity,1,FINANCE & INVESTMENTS,4,Investments,"Short Hills, New Jersey",United States,Married,3,"Bachelor of Arts/Science, Babson College",81,3,"$3.3B : March 2015
$2.8B : March 2016
$3.5B : March 2017
$3.6B : March 2018
$3.4B : March 2019
$2.7B : April 2020
$3.6B : April 2021
$3.6B : April 2022
$3.6B : April 2023
$4.2B : April 2024
",,,,
295,Peter Kellogg,$3.8 B,81,New Jersey,Investments,3,FINANCE & INVESTMENTS,8,"Best Buy, Self Made","Naples, Florida",United States,"Widowed, Remarried",10,"Diploma, High School",83,3,"$2.9B : March 2015
$2.4B : March 2016
$3.2B : March 2017
$4B : March 2018
$3.7B : March 2019
$3.4B : April 2020
$4.7B : April 2021
$4.3B : April 2022
$3.7B : April 2023
$4.1B : April 2024
",,,,
295,Richard Schulze,$3.8 B,82,Florida,Best Buy,3,FASHION & RETAIL,8,"Business software, Self Made","Woodside, California",United States,Married,4,"Bachelor of Arts/Science, University of Illinois, Urbana-Champaign; Master of Business Administration, University of Illinois, Urbana-Champaign; Master of Science, University of Illinois, Urbana-Champaign",71,4,"$2.3B : March 2015
$2.2B : March 2016
$2.5B : March 2017
$2.9B : March 2018
$2.9B : March 2019
$3.6B : April 2020
$4.9B : April 2021
$3.5B : April 2022
$3.5B : April 2023
$3.9B : April 2024
",,,,
295,Thomas Siebel,$3.8 B,70,California,Business software,4,TECHNOLOGY,8,"Private equity, Self Made","Miami, Florida",United States,Divorced,3,"Bachelor of Arts/Science, Brown University",63,2,"$3B : April 2020
$3.7B : April 2021
$4.3B : April 2022
$4.6B : April 2023
$3.8B : April 2024
",,,,
295,Barry Sternlicht,$3.8 B,62,Florida,Private equity,2,FINANCE & INVESTMENTS,8,"Cybersecurity, Self Made","Los Altos Hills, California",United States,Married,,"Bachelor of Arts/Science, Tsinghua University; Master of Science, Tsinghua University; Master of Science, University of Manitoba",55,1,"$2.1B : April 2021
$3.4B : April 2022
$3.5B : April 2023
$4.3B : April 2024
",,,,
295,Michael Xie,$3.8 B,54,California,Cybersecurity,1,TECHNOLOGY,7,"Hedge funds, Self Made","New York, New York",United States,Married,3,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Harvard University",58,3,"$2.5B : March 2015
$2B : March 2016
$1.4B : March 2017
$1.1B : March 2018
$1.1B : March 2019
$1.4B : April 2020
$2.8B : April 2021
$3B : April 2022
$3.4B : April 2023
$4.3B : April 2024
",,,,
304,William Ackman,$3.7 B,57,New York,Hedge funds,3,FINANCE & INVESTMENTS,8,"Cryptocurrency, Self Made","San Francisco, California",United States,,,"Bachelor of Arts/Economics, Rice University; Master of Arts/Science, Rice University",41,,"$1.3B : March 2019
$1B : April 2020
$6.5B : April 2021
$6.6B : April 2022
$2.2B : April 2023
$11.2B : April 2024
",,,,
304,Brian Armstrong,$3.7 B,40,California,Cryptocurrency,None,FINANCE & INVESTMENTS,10,"Fintech, Self Made","Austin, Texas",United States,Married,3,"Bachelor of Business Administration, University of Missouri",52,2,"$3.7B : April 2023
$3.7B : April 2024
",,,,
304,Hayes Barnard,$3.7 B,51,Texas,Fintech,2,FINANCE & INVESTMENTS,8,"Software, Self Made","Pleasanton, California",United States,Married,2,"Bachelor of Science, Oregon State University",59,,"$1.7B : March 2019
$2.5B : April 2020
$4.6B : April 2021
$3.1B : April 2022
$3.5B : April 2023
$3.8B : April 2024
",,,,
304,Peter Gassner,$3.7 B,58,California,Software,None,TECHNOLOGY,8,"Logistics, Self Made","Greenwich, Connecticut",United States,Married,4,"Drop Out, Brown University",68,,"$2.3B : March 2018
$1.7B : March 2019
$1.5B : April 2020
$2.9B : April 2021
$3.7B : April 2022
$3.7B : April 2023
$4.1B : April 2024
",,,,
304,Brad Jacobs,$3.7 B,67,Connecticut,Logistics,None,LOGISTICS,2,Campbell Soup,"Coatesville, Pennsylvania",United States,Divorced,2,"Bachelor of Arts/Science, University of Arizona",74,1,"$3.2B : March 2015
$3.9B : March 2016
$3.9B : March 2017
$3.3B : March 2018
$2.8B : March 2019
$3.8B : April 2020
$3.7B : April 2021
$3.5B : April 2022
$4.1B : April 2023
$3.7B : April 2024
",,,,
304,Mary Alice Dorrance Malone,$3.7 B,73,Pennsylvania,Campbell Soup,1,FOOD & BEVERAGE,5,Tobacco,"Bryn Mawr, Pennsylvania",United States,Married,2,"Bachelor of Arts/Science, Amherst College; Master of Business Administration, Harvard University",69,2,"$2.7B : March 2016
$2.8B : March 2017
$3B : March 2018
$3.1B : March 2019
$3.3B : April 2020
$3.4B : April 2021
$3.4B : April 2022
$3.4B : April 2023
$3.7B : April 2024
",,,,
304,John Middleton,$3.7 B,68,Pennsylvania,Tobacco,2,FOOD & BEVERAGE,8,"Real estate, Self Made","San Francisco, California",United States,Married,,"Bachelor of Arts/Science, Boston University",77,,"$1.5B : March 2015
$2.2B : March 2016
$2.5B : March 2017
$2.6B : March 2018
$3.3B : March 2019
$2.1B : April 2020
$3.4B : April 2021
$3.3B : April 2022
$4.3B : April 2023
$3.7B : April 2024
",,,,
304,Jay Paul,$3.7 B,76,California,Real estate,None,REAL ESTATE,4,Real estate,"Dallas, Texas",United States,Married,4,"Bachelor of Arts/Science, Vanderbilt University",65,2,"$1.8B : March 2015
$1.5B : March 2016
$1.6B : March 2017
$2.1B : March 2018
$2.3B : March 2019
$2B : April 2020
$2.7B : April 2021
$3.2B : April 2022
$3.8B : April 2023
$3.7B : April 2024
",,,,
304,"H. Ross Perot, Jr.",$3.7 B,64,Texas,Real estate,2,REAL ESTATE,3,"Hotels, investments","Los Angeles, California",United States,Married,6,"Bachelor of Arts/Science, Dartmouth College",63,3,"$3.4B : March 2015
$3.2B : March 2016
$3.4B : March 2017
$3.5B : March 2018
$3.3B : March 2019
$3.5B : April 2020
$3.6B : April 2021
$3.7B : April 2022
$3.7B : April 2023
$3.7B : April 2024
",,,,
304,Anthony Pritzker,$3.7 B,62,California,"Hotels, investments",3,SERVICE,8,"Sensor systems, Self Made","San Francisco, California",United States,Married,3,"Master of Science, Massachusetts Institute of Technology; Bachelor of Science, Stanford University",42,,"$1.4B : April 2020
$1.1B : April 2021
$1.7B : April 2022
$2.3B : April 2023
$4.6B : April 2024
",,,,
314,Sanjit Biswas,$3.6 B,41,California,Sensor systems,None,TECHNOLOGY,9,"Netscape, investments, Self Made","Palm Beach, Florida",United States,Married,4,"Bachelor of Arts/Science, University of New Orleans; Master of Science, University of New Orleans; Ph.D, University of Utah",80,2,"$1.6B : March 2015
$1.8B : March 2016
$2B : March 2017
$2B : March 2018
$2.1B : March 2019
$2.2B : April 2020
$2.8B : April 2021
$3.2B : April 2022
$2.9B : April 2023
$3.8B : April 2024
",,,,
314,James Clark,$3.6 B,79,Florida,"Netscape, investments",2,TECHNOLOGY,8,"Twitter, Square, Self Made","San Francisco, California",United States,Single,,"Drop Out, New York University",47,4,"$2.7B : March 2015
$1B : March 2016
$1.3B : March 2017
$3.1B : March 2018
$5.1B : March 2019
$2.6B : April 2020
$12.5B : April 2021
$6.1B : April 2022
$4.6B : April 2023
$4.9B : April 2024
",,,,
314,Jack Dorsey,$3.6 B,46,California,"Twitter, Square",4,TECHNOLOGY,8,"Uber, Self Made","Los Angeles, California",United States,Single,,"Drop Out, University of California, Los Angeles",47,,"$5.3B : March 2015
$6.2B : March 2016
$6.3B : March 2017
$4.8B : March 2018
$5.8B : March 2019
$2.6B : April 2020
$2.8B : April 2021
$2.8B : April 2022
$4B : April 2023
$3.6B : April 2024
",,,,
314,Travis Kalanick,$3.6 B,47,California,Uber,None,TECHNOLOGY,7,"Investments, Self Made","New York, New York",United States,,,"Master of Business Administration, Harvard Business School; Doctor of Jurisprudence, Harvard Law School; Bachelor of Arts/Economics, University of Michigan, Ann Arbor",68,,"$2.9B : April 2020
$3.4B : April 2021
$3.4B : April 2022
$3.4B : April 2023
$3.6B : April 2024
",,,,
314,Steven Klinsky,$3.6 B,67,New York,Investments,None,FINANCE & INVESTMENTS,7,"Venture capital, Self Made","New York, New York",United States,Married,2,"Bachelor of Arts/Science, Harvard; Master of Business Administration, Harvard Business School",39,,"$2B : April 2022
$3.6B : April 2023
$3.6B : April 2024
",,,,
314,Josh Kushner,$3.6 B,38,New York,Venture capital,None,FINANCE & INVESTMENTS,7,"Hedge funds, Self Made","Miami Beach, Florida",United States,Married,3,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",63,3,"$3.8B : March 2015
$2.6B : March 2016
$3.2B : March 2017
$3.2B : March 2018
$3.5B : March 2019
$3.1B : April 2020
$3.6B : April 2021
$4B : April 2022
$3.7B : April 2023
$3.6B : April 2024
",,,,
314,Daniel Och,$3.6 B,62,Florida,Hedge funds,3,FINANCE & INVESTMENTS,10,"Web hosting, Self Made","Scottsdale, Arizona",United States,Married,,"Bachelor of Arts/Science, University of Baltimore",73,3,"$1.8B : March 2015
$2B : March 2016
$2.5B : March 2017
$2.7B : March 2018
$2.5B : March 2019
$2.7B : April 2020
$2.2B : April 2021
$3.4B : April 2022
$3.4B : April 2023
$3.6B : April 2024
",,,,
314,Bob Parsons,$3.6 B,72,Arizona,Web hosting,3,TECHNOLOGY,8,"Investments, Self Made","New York, New York",United States,Married,3,"Bachelor of Arts/Science, Brooklyn College; Master of Business Administration, Leonard N. Stern School of Business",90,2,"$6.1B : March 2015
$3.6B : March 2016
$4.1B : March 2017
$3.8B : March 2018
$3.8B : March 2019
$3B : April 2020
$4B : April 2021
$3.7B : April 2022
$3.5B : April 2023
$3.6B : April 2024
",,,,
314,Ira Rennert,$3.6 B,89,New York,Investments,2,FINANCE & INVESTMENTS,7,"Discount brokerage, Self Made","St. Louis, Missouri",United States,Married,3,"Bachelor of Arts/Science, University of Missouri; Master of Business Administration, University of Missouri",78,2,"$3.6B : March 2018
$3.4B : March 2019
$3.6B : April 2020
$3.6B : April 2021
$3.6B : April 2022
$3.3B : April 2023
$3.6B : April 2024
",,,,
314,Rodger Riney & family,$3.6 B,77,Missouri,Discount brokerage,2,FINANCE & INVESTMENTS,9,"Electronic trading, Self Made","New York, New York",United States,Married,3,"Doctor of Jurisprudence, New York Law School; Bachelor of Arts/Science, United States Military Academy",68,2,"$1.7B : March 2015
$1.9B : March 2016
$2B : March 2017
$2.9B : March 2018
$2.7B : March 2019
$2B : April 2020
$3.7B : April 2021
$4.2B : April 2022
$3.2B : April 2023
$3.7B : April 2024
",,,$42.1M,1%
314,Vincent Viola,$3.6 B,67,New York,Electronic trading,2,FINANCE & INVESTMENTS,8,"Video games, Self Made","Franklin, Tennessee",United States,Married,2,"Bachelor of Arts/Science, Tennessee Technological University",67,1,"$1.7B : March 2015
$1.6B : March 2016
$1.8B : March 2017
$2B : March 2018
$2.2B : March 2019
$2.2B : April 2020
$2.9B : April 2021
$3.1B : April 2022
$3.2B : April 2023
$3.6B : April 2024
",,,,
314,Jon Yarbrough,$3.6 B,66,Tennessee,Video games,1,GAMBLING & CASINOS,8,"Insurance, Self Made","Coconut Grove, Florida",United States,Married,3,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, New York University",77,1,"$1.1B : March 2015
$1.1B : March 2016
$1.6B : March 2017
$1.6B : March 2018
$1.8B : March 2019
$2.6B : April 2020
$2.5B : April 2021
$3.7B : April 2022
$3.7B : April 2023
$4.7B : April 2024
",,,,
326,William Berkley,$3.5 B,77,Florida,Insurance,1,FINANCE & INVESTMENTS,8,"Sensor systems, Self Made","San Francisco, California",United States,Married,2,"Bachelor of Science, Cornell University; Master of Science, Massachusetts Institute of Technology",44,,"$1.4B : April 2020
$1.1B : April 2021
$1.7B : April 2022
$2.3B : April 2023
$4.5B : April 2024
",,,,
326,John Bicket,$3.5 B,43,California,Sensor systems,None,TECHNOLOGY,8,"Yahoo, Self Made","Palo Alto, California",United States,Married,1,"Master of Science, Stanford University; Bachelor of Arts/Science, Tulane University",58,3,"$3.4B : March 2015
$2.1B : March 2016
$3.4B : March 2017
$5.3B : March 2018
$4.8B : March 2019
$2.1B : April 2020
$3.5B : April 2021
$3.6B : April 2022
$3.2B : April 2023
$3.5B : April 2024
",,,,
326,David Filo,$3.5 B,57,California,Yahoo,3,TECHNOLOGY,7,"Cable television, Self Made","Boston, Massachusetts",United States,Married,3,"Bachelor of Arts/Science, Amherst College; Master of Business Administration, Harvard University",87,5,"$3.1B : March 2015
$3B : March 2016
$3.2B : March 2017
$3.3B : March 2018
$3.3B : March 2019
$3.5B : April 2020
$3.8B : April 2021
$3.7B : April 2022
$3.4B : April 2023
$3.5B : April 2024
",,,,
326,"Amos Hostetter, Jr.",$3.5 B,86,Massachusetts,Cable television,5,MEDIA & ENTERTAINMENT,9,"Hedge funds, Self Made","New York, New York",United States,Separated,2,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, New York University",68,4,"$11.2B : March 2015
$9.7B : March 2016
$7.9B : March 2017
$6.5B : March 2018
$5B : March 2019
$4.2B : April 2020
$3.5B : April 2021
$4B : April 2022
$3B : April 2023
$3.5B : April 2024
",,,,
326,John Paulson,$3.5 B,67,New York,Hedge funds,4,FINANCE & INVESTMENTS,3,"Hotels, investments","Springfield, Illinois",United States,Married,2,"Bachelor of Arts/Science, Duke University; Doctor of Jurisprudence, Northwestern University",59,3,"$3.4B : March 2015
$3.2B : March 2016
$3.4B : March 2017
$3.5B : March 2018
$3.2B : March 2019
$3.4B : April 2020
$3.5B : April 2021
$3.6B : April 2022
$3.6B : April 2023
$3.5B : April 2024
",,,,
326,J.B. Pritzker,$3.5 B,58,Illinois,"Hotels, investments",3,FINANCE & INVESTMENTS,10,"TD Ameritrade, Self Made","Little Jackson Hole, Wyoming",United States,Married,4,"Bachelor of Arts/Science, Creighton University",83,3,"$1.7B : March 2015
$1.3B : March 2016
$1.8B : March 2017
$2.3B : March 2018
$2.8B : March 2019
$1.9B : April 2020
$3.7B : April 2021
$4.5B : April 2022
$3.4B : April 2023
$3.8B : April 2024
",,,,
